trade_date,open,high,low,close,volume,Z_close,Z_open,Z_high,Z_low
2010-09-21,2593.763,2601.099,2580.177,2591.55,5810140800,-1.1351121448628003,-1.126869788876496,-1.0995467326110024,-1.17747107601158
2010-09-27,2600.54,2629.045,2597.139,2627.967,7684465600,-0.9931456315280238,-1.0950985562405122,-0.9891384396061927,-1.1077409122016875
2010-09-28,2625.326,2625.326,2607.018,2611.354,9311743200,-1.047273008123905,-0.9954368530881291,-0.9954368530881291,-1.06335957899673
2010-09-29,2608.919,2634.124,2603.927,2610.678,8861866400,-1.041895544400869,-1.0484104333648907,-0.9550575190168704,-1.0668995326874575
2010-09-30,2599.715,2655.999,2597.597,2655.658,8958036000,-0.8689091798292531,-1.0759088584578833,-0.8676474153473278,-1.0837458589643887
2010-10-08,2681.253,2747.805,2677.994,2738.744,13575953600,-0.5574788543718505,-0.7701436444254868,-0.5239613357571815,-0.7821990017994201
2010-10-11,2755.026,2823.597,2755.026,2806.942,20753526400,-0.3016754711859848,-0.4938363260818541,-0.24002898381618107,-0.4938363260818541
2010-10-12,2795.764,2843.428,2782.341,2841.407,16742832000,-0.17234211206563638,-0.3412996777096736,-0.16486093773076457,-0.3909878534132853
2010-10-13,2842.138,2862.035,2826.221,2861.361,18528166400,-0.09694085731289402,-0.16810985428149888,-0.09444551819013283,-0.22703910178445266
2010-10-14,2881.552,2919.414,2864.519,2879.636,22946171200,-0.02901842654603387,-0.021924843705235914,0.11825116543791091,-0.08498590661092671
2010-10-15,2863.738,2971.16,2858.216,2971.16,23656856000,0.3079012706389609,-0.0897522764351356,0.3079012706389609,-0.11019355370555632
2010-10-18,2985.462,3026.099,2944.715,2955.227,26331694400,0.24740487815954176,0.35931839357082324,0.5097344519722867,0.20849517503391404
2010-10-19,2949.63,3002.371,2931.91,3001.853,17066782400,0.4174770935427831,0.22423036038013947,0.4193939081221496,0.1586590199431271
2010-10-20,2947.511,3041.151,2942.505,3003.951,20780441600,0.4217420387030478,0.21287484261192038,0.5594078731217206,0.19434916607697791
2010-10-21,3009.225,3018.244,2958.546,2983.533,16143614400,0.3429101539115217,0.4380138355597529,0.4713993292848587,0.25041615993112465
2010-10-22,2976.754,2997.624,2954.619,2975.043,14707988800,0.30865570483798993,0.3149902377818051,0.3922559902876142,0.23304115145137508
2010-10-25,2979.706,3051.539,2959.298,3051.419,19211424000,0.5889630237521017,0.3236456044909297,0.5894069891462622,0.2481418897909156
2010-10-26,3065.844,3073.384,3017.818,3041.543,19877891200,0.5499327776510888,0.6397850863489134,0.6676640381443784,0.4622102138119101
2010-10-27,3031.645,3056.399,2988.871,2997.048,17626828800,0.38442687305159046,0.5123171371443307,0.6038220536790494,0.354200012645015
2010-10-28,2989.29,3007.013,2969.304,2992.579,14353793600,0.36754447014665975,0.3553877390510083,0.42089511065581725,0.28151591549440347
2010-10-29,2993.296,2996.774,2955.48,2978.835,14710976000,0.31675958670182774,0.3702102629506398,0.3830656292457352,0.2304349519054081
2010-11-01,2986.886,3054.05,2986.886,3054.021,18624318400,0.5932217568464412,0.34520516312372934,0.5933288914441616,0.34520516312372934
2010-11-02,3061.631,3089.568,3029.324,3045.434,22494728000,0.5613614183040281,0.621194481159525,0.7243960788006977,0.5018497406722393
2010-11-03,3044.022,3069.066,3017.098,3030.988,18984803200,0.5090237006259153,0.5571953984124183,0.649754244458541,0.4576883559692854
2010-11-04,3035.366,3087.421,3035.366,3086.939,17685708800,0.7154523079470669,0.5248777269353289,0.7172334133325914,0.5248777269353289
2010-11-05,3129.87,3142.589,3105.921,3129.497,21195580800,0.8708409320242517,0.872218104462778,0.9191785769711274,0.7837947727462551
2010-11-08,3140.395,3160.699,3124.091,3159.512,20541795200,0.9802441423098861,0.9097087591068497,0.9846237782288062,0.8495524119947349
2010-11-09,3159.019,3159.019,3110.343,3135.0,19245574400,0.8891505120985723,0.9777447393923744,0.9777447393923744,0.7982030179321494
2010-11-10,3120.44,3124.256,3093.878,3115.356,18505241600,0.8145968988946855,0.8333326522983839,0.8473955230671708,0.7354453427175314
2010-11-11,3108.511,3186.72,3102.774,3147.744,21027473600,0.931109032254992,0.7867033202021239,1.0745687991087252,0.7655870260098033
2010-11-12,3121.922,3150.146,2975.163,2985.435,23308496000,0.3332951601955944,0.8356127887915585,0.9394865111936376,0.29549077823293346
2010-11-15,2984.872,3016.131,2939.68,3014.413,15315244800,0.4396241798550951,0.33091546187233134,0.4459462941198245,0.1646122093393421
2010-11-16,3007.643,3007.643,2885.753,2894.538,17108937600,0.0011533307156118874,0.41774411996009003,0.41774411996009003,-0.031203771830806745
2010-11-17,2852.478,2891.052,2824.121,2838.857,12378026400,-0.20015433841331673,-0.1499231884245721,-0.007671049839605868,-0.25449735480228447
2010-11-18,2855.605,2873.696,2827.179,2865.452,10222618400,-0.09837452129839165,-0.1347421709397337,-0.0679271867149443,-0.23972712155461787
2010-11-19,2879.655,2888.75,2806.644,2888.566,12377846400,-0.009119859222778144,-0.04209286087407025,-0.008439011696816469,-0.31225241912371776
2010-11-22,2861.606,2904.97,2852.774,2884.371,12711771200,-0.020577973167912378,-0.10498673221214887,0.0557996252310427,-0.13773429030038647
2010-11-23,2872.172,2872.172,2791.584,2828.282,11631195200,-0.22391696252436966,-0.060830268663526726,-0.060830268663526726,-0.3602795847915212
2010-11-24,2794.864,2861.485,2794.864,2859.936,11615624000,-0.10183269932467676,-0.3441863093648309,-0.09606361673996762,-0.3441863093648309
2010-11-25,2875.858,2901.675,2856.962,2898.261,13160845600,0.04510111637906989,-0.03852862872896145,0.05784547873227435,-0.10906684519824639
2010-11-26,2890.287,2894.421,2851.957,2871.698,11086619200,-0.04970911398015674,0.019842322391512245,0.035309837478955435,-0.12357080129056186
2010-11-29,2861.149,2878.827,2841.795,2866.356,10245254400,-0.06509268970534755,-0.08462486847969741,-0.01831224002320784,-0.1572244052568703
2010-11-30,2863.412,2881.16,2758.924,2820.181,13932486400,-0.23250980856162787,-0.06965849542842645,-0.002801723540473766,-0.4632651204581971
2010-12-01,2810.543,2834.199,2795.811,2823.449,8126329600,-0.21429184763067627,-0.26312768474714704,-0.1736142365194053,-0.3188730398067975
2010-12-02,2860.464,2870.806,2841.473,2843.607,10419575200,-0.13178600111228952,-0.06767234320786109,-0.028337737403292887,-0.13990242431737057
2010-12-03,2846.725,2853.401,2822.743,2842.431,8352100800,-0.12977411116895163,-0.1133496806670029,-0.08781416645391212,-0.20508016327011094
2010-12-06,2850.382,2871.407,2831.697,2857.178,8977305600,-0.0668848329522504,-0.09302222243484713,-0.012160154472573272,-0.16488465952759748
2010-12-07,2843.767,2884.53,2809.11,2875.861,8678549600,0.012110553334004154,-0.11211688307591117,0.045665973232975755,-0.24626501866693726
2010-12-08,2868.733,2880.558,2843.94,2848.546,8670737600,-0.08818331009586133,-0.00975623247706401,0.036184233805308205,-0.10607775303003461
2010-12-09,2837.615,2854.7,2808.506,2810.949,9462255200,-0.2280484910071706,-0.12390792793832375,-0.05718470285652404,-0.23758930686171262
2010-12-10,2798.736,2850.422,2792.522,2841.04,8049611200,-0.10571023147662156,-0.2713796890612669,-0.06896876846936102,-0.29571474034320183
2010-12-13,2850.325,2923.774,2847.658,2922.954,12887846400,0.21809986597425668,-0.0667557248353191,0.22131595850566654,-0.07721586969052997
2010-12-14,2928.3,2933.407,2912.42,2927.077,12094493600,0.23921065205517916,0.24402273651409537,0.26411702541980725,0.18154039701483762
2010-12-15,2927.264,2939.05,2905.649,2911.414,10946248800,0.1834030818398964,0.24602788196547107,0.2925954462733595,0.1606250393967443
2010-12-16,2908.865,2921.275,2891.858,2898.138,8760631200,0.13747472198706165,0.18007493809048325,0.22935886480284293,0.11253491056453156
2010-12-17,2896.77,2898.812,2881.004,2893.74,7367713600,0.12649331919869106,0.13858752704191407,0.14673814500094337,0.07565773137978787
2010-12-20,2901.47,2911.561,2804.556,2852.916,11375549600,-0.029297592426125396,0.16579595387121632,0.20634233471906735,-0.22361163244218055
2010-12-21,2857.589,2908.166,2846.633,2904.115,10682562400,0.18456285806109451,-0.0037268821383210624,0.2009571695761164,-0.04806558294270633
2010-12-22,2910.731,2917.199,2867.049,2877.9,9832556000,0.08573601562094842,0.2194438927811535,0.24578553785660603,0.0415441184790583
2010-12-23,2874.202,2893.711,2849.836,2855.22,8900248800,-0.0004213371526924033,0.07726333374444733,0.15710477534871617,-0.022455594244157585
2010-12-24,2841.346,2853.486,2813.496,2835.157,8121684800,-0.07612971882247092,-0.05066513605538881,-0.000715219301085848,-0.16525370126192485
2010-12-27,2842.807,2876.811,2774.538,2781.402,9780728000,-0.29117965447380306,-0.03723629825807935,0.10338889325335453,-0.31956605944187966
2010-12-28,2768.031,2775.149,2730.407,2732.99,8433263200,-0.48519892890090915,-0.33933461671755283,-0.30970469251102,-0.4959511197165124
2010-12-29,2735.476,2753.025,2721.479,2751.527,6394128000,-0.4017902438165319,-0.4690056606556342,-0.39551719575566474,-0.5276197152003317
2010-12-30,2751.973,2768.126,2724.541,2759.575,7317204800,-0.36187394629736286,-0.39388706727323597,-0.32586444913020834,-0.5094071849541306
2010-12-31,2759.162,2808.926,2758.131,2808.077,8335021600,-0.15201937099568988,-0.3588156999943791,-0.14843008175272096,-0.3631744246227679
2011-01-04,2825.329,2855.396,2810.108,2852.648,11007279200,0.040901088051510874,-0.07489597056927412,0.05254903699143998,-0.13941323069105646
2011-01-05,2833.117,2850.493,2824.296,2838.593,10441528000,-0.013929792128559574,-0.03720656095302441,0.03665339797574119,-0.07470188195386913
2011-01-06,2838.435,2853.875,2816.951,2824.197,8470561600,-0.07141683923639423,-0.010800722249852231,0.054932726708725024,-0.10226558089143667
2011-01-07,2820.665,2868.005,2807.87,2838.801,11312956800,-0.005283182288956732,-0.08264657833426353,0.11929338465563732,-0.13722667606252267
2011-01-10,2832.622,2847.358,2786.861,2791.809,9078087200,-0.20031881645291413,-0.02560979720473117,0.03747089050852942,-0.22149981827194418
2011-01-11,2783.476,2810.762,2770.338,2804.047,8055377600,-0.1426758333173243,-0.2310282191712413,-0.11383492762440377,-0.28745589139664407
2011-01-12,2811.785,2828.468,2788.13,2821.305,7924612000,-0.06257500588085929,-0.10365074131066859,-0.03166896671240078,-0.20571445156194282
2011-01-13,2830.534,2837.526,2810.874,2827.713,7488626400,-0.02850131649870159,-0.016265066477778325,0.014063136339057859,-0.10154144911207914
2011-01-14,2817.048,2817.048,2780.438,2791.344,7675388000,-0.17937350981014918,-0.06711044988932248,-0.06711044988932248,-0.22700582118178567
2011-01-17,2772.45,2780.942,2698.781,2706.66,9251911200,-0.5431418662739336,-0.2537798356535894,-0.21642974652107658,-0.5777958173190417
2011-01-18,2696.147,2715.406,2683.367,2708.979,6037727600,-0.5268162193133581,-0.5836005414632705,-0.49837538090488726,-0.640154752582026
2011-01-19,2707.816,2759.602,2700.811,2758.097,7849316800,-0.3026553057256426,-0.5269377130138787,-0.2959421332953267,-0.5581840737277468
2011-01-20,2752.799,2752.799,2676.129,2677.652,8604719200,-0.6555230408783416,-0.3181406116793944,-0.3181406116793944,-0.6623607514944678
2011-01-21,2668.677,2746.178,2667.286,2715.294,9563904000,-0.48044286069908543,-0.6907979936737924,-0.34108151340537524,-0.6970747594452456
2011-01-24,2716.524,2736.109,2690.652,2695.72,8792080800,-0.5626743519729757,-0.46831790252963723,-0.3794902221629876,-0.5856602434255239
2011-01-25,2691.693,2701.044,2661.448,2677.432,6948140800,-0.6395404905304974,-0.5744981732076756,-0.5318496415979941,-0.7124411566891083
2011-01-26,2677.172,2710.738,2676.769,2708.814,6075090000,-0.4902145830821556,-0.6357256753500208,-0.481366743453707,-0.6375789390559807
2011-01-27,2690.825,2753.001,2677.21,2749.15,10556916000,-0.29855717946079324,-0.5681861043799161,-0.2807545049667758,-0.6311264869392609
2011-01-28,2741.314,2759.44,2733.291,2752.75,8542799200,-0.2752898020083523,-0.32851753009596346,-0.24415186034115077,-0.36585978809236797
2011-01-31,2751.527,2790.921,2748.538,2790.694,9150281600,-0.09135095883720128,-0.27500418094156853,-0.09028656071077683,-0.2890195377692541
2011-02-01,2795.071,2805.049,2785.296,2798.96,7335009600,-0.0447997228041602,-0.06318301522583476,-0.01601703636662567,-0.10938941363721681
2011-02-09,2778.701,2804.208,2764.867,2774.065,8725779200,-0.1549387626901408,-0.13283475316453883,-0.011219789624949756,-0.19879395674028866
2011-02-10,2769.646,2819.063,2760.175,2818.163,9791976000,0.06196610760839924,-0.17062076764387094,0.06628064040570875,-0.21602403444755333
2011-02-11,2815.119,2835.411,2807.605,2827.328,10775816800,0.11285707870906118,0.053990208310450954,0.15183004237782832,0.017760732991000498
2011-02-14,2828.571,2906.261,2828.571,2899.134,15424297600,0.4655531723359996,0.12379531494026919,0.5000713794652224,0.12379531494026919
2011-02-15,2900.427,2934.467,2892.637,2899.237,15244990400,0.4714762319664493,0.47726028538233367,0.642713376371154,0.43939660797919305
2011-02-16,2893.682,2924.188,2882.549,2923.896,12780569600,0.5940808029247446,0.44699978444466276,0.5955022518357187,0.3928046107258999
2011-02-17,2929.255,2939.284,2905.032,2926.964,13041549600,0.610701310054426,0.6218635920387753,0.6707272000793825,0.5038435324548061
2011-02-18,2924.23,2924.23,2890.262,2899.792,11377546400,0.4807619948549173,0.5999845134484119,0.5999845134484119,0.43426921303169247
2011-02-21,2886.54,2932.82,2884.191,2932.246,11885588000,0.6407490476104701,0.4175762854655094,0.6435517685983322,0.40610661368765644
2011-02-22,2941.318,2944.413,2851.62,2855.516,15300462400,0.2679692783158894,0.6872561307147678,0.7023804029715268,0.24893077598556954
2011-02-23,2844.99,2868.484,2839.195,2862.634,11108305600,0.3043552784112193,0.2180766272695855,0.332961609695426,0.18973924439916337
2011-02-24,2861.393,2881.537,2854.564,2878.603,10977259200,0.38552271870462784,0.30122431547630174,0.39989410249729995,0.26777435640330627
2011-02-25,2876.777,2890.324,2848.65,2878.565,10009404000,0.38820088596443464,0.379429417902995,0.44588751512241476,0.24144559118928619
2011-02-28,2880.17,2906.169,2861.817,2905.053,11870576000,0.519022940591827,0.39690391907637507,0.5244999661920859,0.30683236814308273
2011-03-01,2906.285,2931.58,2901.552,2918.92,13655504000,0.5875120735937293,0.5254905548140258,0.6496563100599756,0.5022576423973806
2011-03-02,2905.514,2924.963,2883.566,2913.808,13344225600,0.5633516456410852,0.5226207176158246,0.6181326321520325,0.4148364870517487
2011-03-03,2918.731,2937.557,2900.761,2902.978,15048888000,0.5122795794626213,0.5897259837024266,0.6822801642533391,0.5013801521662552
2011-03-04,2902.19,2944.459,2898.084,2942.306,11827724000,0.706956262914164,0.5095984879338663,0.7175483281632551,0.48939829289774245
2011-03-07,2952.722,3000.429,2952.722,2996.211,16010588800,0.9730086075477722,0.7589623513021078,0.993768963243334,0.7589623513021078
2011-03-08,2996.727,3001.624,2976.6,2999.942,12668115200,0.9915067120591374,0.9756818977399145,0.9997858217589597,0.8766131457016612
2011-03-09,3002.546,3012.044,2989.342,3002.154,12479073600,1.0016453215282577,1.0035741103972609,1.0503078774324623,0.9386054159423455
2011-03-10,2995.768,2995.768,2954.367,2957.143,12379988800,0.7823828727169743,0.9726608982379992,0.9726608982379992,0.7687074863390757
2011-03-11,2942.419,2966.98,2927.683,2933.796,11599448000,0.6714895823277776,0.7140731041460264,0.8353642881165716,0.6413013567827299
2011-03-14,2923.982,2939.652,2914.458,2937.627,11691061600,0.6941707168755578,0.6266386545437641,0.7041928807613685,0.5795023143716866
2011-03-15,2927.984,2927.984,2850.945,2896.256,15495195200,0.494987885785809,0.652592466599746,0.652592466599746,0.2699115758620748
2011-03-16,2894.252,2934.018,2894.252,2930.804,13077724000,0.6713394772037357,0.48924775934340176,0.6873507154725883,0.48924775934340176
2011-03-17,2906.955,2935.625,2885.651,2897.298,13779782400,0.5104049232996447,0.5587059322545311,0.7021034601344703,0.4521506154092493
2011-03-18,2920.806,2930.606,2900.872,2906.886,10063733600,0.5617834385485908,0.6315444268429719,0.680657766303097,0.5316438851288773
2011-03-21,2913.913,2927.073,2895.154,2909.137,9676027200,0.5767258571024888,0.6007125235998513,0.6668064371478618,0.5064985627907979
2011-03-22,2917.687,2923.392,2884.751,2919.142,9511745600,0.6312833655215038,0.6239568751813864,0.6526837668586173,0.45811131790158244
2011-03-23,2919.016,2950.422,2911.626,2948.477,11260347200,0.783466085915333,0.6347276997700155,0.7932857173281386,0.5974181490550403
2011-03-24,2949.85,2958.663,2942.134,2946.706,10895597600,0.7782284634203724,0.7941352709387485,0.8387239142782715,0.7550968082123499
2011-03-25,2948.543,2985.083,2946.697,2977.814,13639636800,0.9386530538872516,0.790312125469561,0.9754912284855994,0.7809568812394677
2011-03-28,2985.356,3005.783,2979.196,2984.005,15601688000,0.9712221823769015,0.9780730941082346,1.0816582709668037,0.9468357763695149
2011-03-29,2979.865,2994.174,2953.54,2958.077,16854324800,0.8404053883754227,0.9509295834343424,1.023514983980429,0.817390505275443
2011-03-30,2955.453,2968.182,2935.747,2955.771,12649355200,0.8300281572038692,0.8284139188228432,0.8930291400557574,0.7283819014125335
2011-03-31,2954.653,2961.63,2914.384,2928.111,10893560800,0.6938064361646207,0.8288746610093705,0.8643795590856972,0.6239518086895296
2011-04-01,2932.481,2967.847,2924.394,2967.41,9984409600,0.8969496960831825,0.7188900696905702,0.8991774167947297,0.677664492129313
2011-04-06,2964.212,3005.238,2963.899,3001.36,14165060800,1.0731572983573365,0.8834683467131051,1.0929595422056264,0.8818700738083818
2011-04-07,3003.204,3012.288,2990.311,3007.909,12473459200,1.109874000686288,1.0858071094816801,1.1322733453377176,1.0198571778555348
2011-04-08,3005.368,3031.097,2998.34,3030.021,11433779200,1.2241890301035252,1.0980084524172495,1.2296962828350562,1.0620372886652067
2011-04-11,3037.91,3059.568,3019.886,3022.746,14718956800,1.1886981923537203,1.2663803528671325,1.3773299857080405,1.1740469803339122
2011-04-12,3012.795,3039.124,3003.445,3021.369,14599054400,1.1815373246886003,1.137616737173321,1.2724878765119916,1.0897210649937255
2011-04-13,3006.83,3050.401,2994.465,3050.398,12820265600,1.3307714024821782,1.1075354481518545,1.330786774036138,1.0441790265742195
2011-04-14,3049.667,3058.239,3036.726,3042.635,12948710400,1.2958692672615524,1.3319900564140132,1.3760212572978177,1.2655169147157752
2011-04-15,3036.345,3062.53,3020.156,3050.526,12853099200,1.3412842937908058,1.268262445175466,1.4030961738259629,1.1849008552146933
2011-04-18,3040.531,3067.456,3037.189,3057.329,13748873600,1.3795874905827337,1.292950911201309,1.4318180322779162,1.2757143682621062
2011-04-19,3038.807,3038.807,2996.222,2999.041,14189640000,1.0868598055794194,1.2928761125723602,1.2928761125723602,1.0722553703982822
2011-04-20,3005.975,3019.123,2992.672,3007.037,11974165600,1.136785538034646,1.1312573681584654,1.1996984016161216,1.0620094925814054
2011-04-21,3021.77,3035.471,3012.544,3026.668,12151066400,1.2471201851765894,1.2215126864139854,1.293143625684387,1.1732777367235445
2011-04-22,3025.699,3032.965,3004.465,3010.517,11852561600,1.1706660064262056,1.2503891179747015,1.2885440467397766,1.1388859859353964
2011-04-25,3003.031,3003.61,2964.643,2964.951,11731662400,0.9386403671487265,1.1394699408539262,1.1425235207692452,0.9370160103025815
2011-04-26,2956.949,2970.278,2931.502,2938.981,9515481600,0.8107492127262838,0.9060691828149087,0.9767793275895783,0.7710732300741879
2011-04-27,2946.327,2961.133,2907.662,2925.408,10549247200,0.7471733876810275,0.8587662848729898,0.9377492398815525,0.6525069335690459
2011-04-28,2937.947,2953.193,2884.839,2887.044,10523087200,0.5524504752565347,0.8260370826180827,0.9079792356509918,0.5405993374211971
2011-04-29,2886.629,2913.556,2871.01,2911.511,8753425600,0.6945969817464824,0.5598533073110213,0.7056712850267866,0.47527162372419474
2011-05-03,2911.51,2933.46,2890.225,2932.188,9640272000,0.8175025007813521,0.7047064437478472,0.8244411111182615,0.5885992731337549
2011-05-04,2916.845,2916.97,2860.075,2866.017,11148112800,0.465434125666103,0.7445937007707678,0.7452802307717138,0.43279923554113403
2011-05-05,2854.768,2880.125,2849.91,2872.404,9108442400,0.5038145819272327,0.40677044274404073,0.5463002815548936,0.380038733277497
2011-05-06,2842.765,2881.706,2834.456,2863.886,9106391200,0.46037562491790657,0.3439254246128135,0.5586258294270098,0.2981139235316628
2011-05-09,2868.235,2885.178,2861.42,2872.46,8157615200,0.5128958296868298,0.4895225811981611,0.583253456735088,0.45182111647620093
2011-05-10,2876.98,2891.034,2865.104,2890.634,8129717600,0.6171837083121647,0.5414815151330076,0.6194014377153924,0.47563712915119377
2011-05-11,2890.353,2897.141,2868.349,2883.42,9247712000,0.5804893640647036,0.6190011172010065,0.6567074175456228,0.49677226735083985
2011-05-12,2864.976,2876.448,2843.097,2844.083,10024096000,0.36546566474781794,0.48175302655983065,0.5456044894759929,0.3599777339218652
2011-05-13,2846.311,2871.992,2832.254,2871.031,9323881600,0.5165306706968507,0.3788731069730714,0.5218821641733307,0.30059428928434917
2011-05-16,2864.377,2877.091,2846.307,2849.067,8464824800,0.3955951126706859,0.48090364498585025,0.5517470597379729,0.38021617412138004
2011-05-17,2846.447,2869.23,2821.203,2852.773,9481984800,0.41665811901134125,0.3814035076558163,0.5083724944583642,0.2407194404634558
2011-05-18,2846.725,2877.427,2843.676,2872.771,7682696800,0.5280453939152042,0.38289543852598623,0.55399249490162,0.365903876904942
2011-05-19,2879.387,2884.141,2856.829,2859.574,7699453600,0.45386880096943943,0.5642602849847483,0.590748000878796,0.4385745687167766
2011-05-20,2858.311,2866.763,2850.445,2858.459,7074378400,0.4476216996355136,0.4467971032079548,0.49388824513864293,0.40297091740260665
2011-05-23,2853.286,2853.286,2771.117,2774.569,9862204800,-0.020552371586669727,0.4180668889466718,0.4180668889466718,-0.03978727240048367
2011-05-24,2766.059,2771.748,2744.777,2767.056,7485289600,-0.06418683769043869,-0.06974496747468847,-0.038029621092942084,-0.188389017693769
2011-05-25,2764.56,2771.177,2737.33,2741.741,7440653600,-0.20632933471742845,-0.07907717032017825,-0.042176886704917704,-0.2309276649315605
2011-05-26,2755.394,2764.89,2734.536,2736.527,7874131200,-0.2376017135528251,-0.1322873534577062,-0.07928130249765566,-0.24871534534110007
2011-05-27,2739.387,2746.842,2708.548,2709.947,8252105600,-0.38742226152059345,-0.22298338635192486,-0.1813430393960006,-0.3952364594268782
2011-05-30,2704.485,2728.062,2689.206,2706.361,6517438800,-0.4073453066746292,-0.4178234338671802,-0.2861375037931897,-0.5031620827877604
2011-05-31,2707.559,2744.934,2702.095,2743.472,6790038400,-0.20117491358945738,-0.4018311186159626,-0.1930063013390537,-0.43236004976248066
2011-06-01,2737.057,2744.559,2726.495,2743.572,6855550400,-0.2052893071226592,-0.24179744093587774,-0.1997584509333042,-0.3009837662367513
2011-06-02,2715.316,2727.995,2676.538,2705.181,8602116000,-0.4236399550446613,-0.3667438143508942,-0.2955660967528385,-0.5844368132480762
2011-06-03,2701.773,2732.427,2701.25,2728.02,6798394400,-0.29919792414221275,-0.44686417948345447,-0.2744040358011117,-0.4498065901034678
2011-06-07,2720.97,2745.77,2717.313,2744.3,6502129200,-0.2124759642612528,-0.34414287353456907,-0.20417976380554145,-0.36478178854581944
2011-06-08,2742.043,2754.122,2715.25,2750.288,7429466400,-0.1828634769584884,-0.22950959585448905,-0.16117260735906314,-0.3810910953791183
2011-06-09,2743.539,2747.332,2702.695,2703.345,8346926400,-0.4492771002185312,-0.2217975395097338,-0.20033090335089457,-0.45295580137941677
2011-06-10,2696.13,2707.742,2672.32,2705.143,7340029600,-0.4415079587865198,-0.49258143461892506,-0.42678034714905944,-0.6275042638178129
2011-06-13,2687.653,2703.423,2669.395,2700.379,6306946000,-0.470720881237687,-0.5429174080629664,-0.4534518078716538,-0.6464978093497749
2011-06-14,2696.223,2735.553,2691.671,2730.04,8309751200,-0.30438018724251714,-0.49639442202146594,-0.2730771598794652,-0.5222408541920843
2011-06-15,2717.677,2730.476,2705.072,2705.431,7485694400,-0.4455233111176413,-0.3759442519642368,-0.30322316931648113,-0.4475630695886577
2011-06-16,2685.632,2691.944,2663.12,2664.283,7092787200,-0.6819298190316592,-0.5604538431987428,-0.5245385141689358,-0.68854729806551
2011-06-17,2661.414,2675.027,2641.392,2642.818,6444263200,-0.8071369012211279,-0.7011432293628808,-0.6235517121007651,-0.8152648306720799
2011-06-20,2635.834,2637.883,2610.99,2621.253,6005986400,-0.9323126544153124,-0.8491026639446017,-0.8374095516426685,-0.9908809372629191
2011-06-21,2628.022,2648.024,2618.807,2646.483,6482187200,-0.792244975311918,-0.8978355069289968,-0.7834309885711193,-0.9505421181012725
2011-06-22,2648.534,2657.725,2633.474,2649.321,5831380000,-0.7799753735098572,-0.7844870955171582,-0.7317968325322619,-0.8708232243989504
2011-06-23,2640.66,2693.417,2630.336,2688.249,7377268800,-0.5632474090825623,-0.8372449236320079,-0.5334922313063626,-0.8966861882143378
2011-06-24,2678.052,2759.71,2674.303,2746.211,12577363200,-0.23596840494928345,-0.6302964541167504,-0.1578710981268277,-0.6519859721015938
2011-06-27,2746.787,2769.043,2743.496,2758.23,10160101600,-0.17089919587468433,-0.23728142846527203,-0.10817166978869126,-0.25637291911069726
2011-06-28,2759.713,2763.28,2736.398,2759.202,8827744800,-0.17035897922173138,-0.16738461640784638,-0.14662228341933659,-0.30309355771065144
2011-06-29,2757.4,2759.231,2727.253,2728.483,8822420000,-0.35388471281907674,-0.18506337535536893,-0.17437375095117516,-0.36106561834455875
2011-06-30,2729.992,2774.365,2729.992,2762.076,9096712000,-0.16301451568825193,-0.3509875676179072,-0.09101598573053157,-0.3509875676179072
2011-07-01,2767.834,2778.668,2752.966,2759.362,9207288000,-0.18560300935322396,-0.13570795763254942,-0.07190212779994577,-0.2232716532160017
2011-07-04,2770.94,2813.27,2770.94,2812.818,12196225600,0.12428295997132008,-0.123065770294488,0.1269526582873831,-0.123065770294488
2011-07-05,2812.722,2818.141,2799.11,2816.355,11012422400,0.14023667770251066,0.11871751817806436,0.1508155984045928,0.03809026812389972
2011-07-06,2811.815,2811.815,2780.728,2810.479,10310439200,0.10012359580826634,0.1080646062834121,0.1080646062834121,-0.07671248401659683
2011-07-07,2813.193,2825.123,2793.892,2794.267,11651214400,-0.0016108090967151016,0.11129430505056549,0.1824640192943049,-0.0038479124363129755
2011-07-08,2797.026,2807.38,2784.126,2797.774,8621160800,0.013568240856557478,0.00908729319790145,0.07111367295421533,-0.06819108219869945
2011-07-11,2789.454,2807.322,2780.665,2802.692,8606359200,0.03685233496782948,-0.04283892085992723,0.06472440888250897,-0.09574770220682101
2011-07-12,2783.722,2783.722,2752.186,2754.582,9667447200,-0.26316985811503213,-0.0860127221529594,-0.0860127221529594,-0.277736381717128
2011-07-13,2756.032,2797.266,2756.032,2795.476,9192912800,-0.02442412272536371,-0.26710446322370074,-0.013411096422452876,-0.26710446322370074
2011-07-14,2798.212,2811.704,2788.983,2810.444,10450208000,0.057804160158942346,-0.018507069494453715,0.06566486563337792,-0.07608361776711393
2011-07-15,2803.585,2821.339,2794.159,2820.169,10747006400,0.1091439161790449,0.004246095107769734,0.11654444986533294,-0.05537564038534667
2011-07-18,2821.358,2826.959,2807.108,2816.688,10810862400,0.07695682024808113,0.10696160239478585,0.14294806595017773,0.015405254302594115
2011-07-19,2804.923,2809.315,2790.685,2796.983,9274088000,-0.060311848826075744,-0.008626561847229876,0.01996308304082012,-0.10130856638184395
2011-07-20,2810.436,2817.285,2779.381,2794.205,8403061600,-0.0891589873336339,0.01784837359136023,0.06300230218326727,-0.1868903112417171
2011-07-21,2795.896,2799.852,2763.418,2765.894,8176058400,-0.2888314399878417,-0.08836401948415784,-0.06193081118096147,-0.3053755814839768
